full_tweets,location,quote_count,reply_count,retweet_count,favorite_count,language
whosaveegyptianstudentsازاي اللي عنده كورونا وعاوز يمتحن الجامعة ممكن تفصله فين الإجراءات الاحترازية إستغاثةطلاب,unknown,0,0,3,2,ar
فاتوشي الأمريكيون قد يضطرون إلى الاستمرار بارتداء الكمامات حتى العام ٢٠٢٢كوروناkuwait usak,unknown,0,0,0,0,ar
يااخي البس الكمامة واطلع اشتغلأذا متلبس تصاب وتزداد الاصابات يأتي الحظر وتبدي تتلاطمرجاءًا كمامة وتباعد قدر الامكانًكورون,unknown,0,0,3,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,فلسطين,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,غزة,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,unknown,0,0,0,0,ar
السلالة الجديدة من كورونا في العراق وزير الصحة يحذر من أن الوضع ينذر بالخطر ويدعو للتعاون مع الجيش الأبيضالشرق الشرق,مصر,0,0,2,2,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,Riyadh,1,16,61,74,ar
اليونيسكو جائحة كورونا تسببت بأضخم اضطراب تعليمي في التأريخ,Iraq,0,0,1,0,ar
صفرتعاملمعتركيا  بيليرين لوكاكوa iuvms الانتر بنتالسعوديهتناشدكم اختراقكلوبهاوس الكاتبهمريمالسليمان وفربجيبك برشلونة كورونا  ميلانديربيالغضب كــود كــوبــون الــخصــم     acykbلــينـك الــشراء مـن فــــوغــا كـلوســيــت,unknown,0,0,0,0,ar
اللقاحات انقذت البشرية من الاوبئة المدمرة واليوم لقاح فيروس كورونا سينقذ العالم من الهلاكاللقاحواجب,unknown,0,0,2,1,ar
مسؤول مصري التدخين مفيد ويقضي على كورونا,دبي,1,0,2,2,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,الرياض,1,16,62,75,ar
المغرب توسيع الاستفادة من عملية التلقيح الوطنية ضد فيروس كورونا لتشمل المواطنات والمواطنين ما بين 60 و64 سنة والحاملي,Stockholm,2,1,6,11,ar
كورونا لحكتنا و حقوقنا بعدها بعيدة عناشوكت الدولة تباوع للخريج؟؟مهندسو اجور و عقود وزارة الكهرباء يطالبون بحقهم بالمل,unknown,4,0,54,9,ar
عاجل  إصابة الدكتورة نفين جامع وزيرة الصناعة والتجارة بـ فيروس كورونااستغاثهالجامعاتبالرئيس,unknown,0,0,1,0,ar
"وزارة الصحة تعلن عن وفاة حالتين قائمتين لفيروس كورونا لمواطنيْن يبلغان من العمر 83 عاماً، و 81 عاماً",مملكة البحرين الخليفية,0,0,0,0,ar
نطالبتمديداعلانالنفط5         نطالب نحن الطلبه في كلية الدراسات التكنلوجيه بتمديد فترة إعلان توظيف شركة نفط,unknown,0,0,1,0,ar
سمو محافظ المجمعة الأمير عبدالرحمن بن عبدالله بن فيصل يزور مركز اللقاحات كورونا كوفيد19 والمقام بالمدينة الجامعية بالمجمع,"الرياض, المملكة العربية السعود",1,2,5,3,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,unknown,0,0,0,0,ar
اللقاح هو الضمان الوحيد لحماية أسرتي من الموت بوباء كورونااللقاحواجب,unknown,0,0,6,6,ar
يعني ندخل فاحصين والنتيجه سلبيه وين الحاجه للحجر واساسا الاجازه كلها كم يوم يعني مايسد اول ٦ شهور من كورونا انحجزنا وماقد,unknown,0,4,7,24,ar
"أخذ اللقاح ضد فايروس كورونا المتوفر هو واجبٌ إنساني وأخلاقي ووطني لحماية انفسنا، ولإيقاف انتشار هذه الجائحةاللقاح",unknown,0,0,15,18,ar
واضح ان محمد معيط كان جامعهم كلهم واديهم الفايروس,unknown,0,0,1,0,ar
متى يجي ذاك اليوم اللي تطلع فيه بالكمام وتقول اوه ع بالي بعده كورونا عباره ضحوك,Oman,0,3,2,4,ar
ملتقى أبناء الجهراء يواكب مستجدات فايرس كورونا ويدق ناقوس الخطر,دولة الكويت,0,0,0,0,ar
الولاياتالمتحدة تسجل 71214 إصابة مؤكدة و2104 حالات وفاة بفيروس كورونا,دولة الكويت,0,0,0,0,ar
يا ريس احنا حياتنا وحياة اهالينا وجيرانا وصحابنا ف خطر انا واحد جاله كورونا ف الضيف وشفت الموت بعنيه دقت طعمه حرفيا رو,unknown,0,0,5,3,ar
أسئلة وأجوبة حول لقاح  covid19  خدمتكمرسالتنا جمعيةالرسالةللإسعافالصحياللقاحواجب,unknown,0,0,10,10,ar
لقاحكورونا شاهد من الناساسمعوا كلام مشعل النامي للاخرعن لقاح كورونا ولكم القرار,"الخبر, المملكة العربية السعودية",0,0,3,6,ar
عاجل كورونا يصيب أحمدمكي,unknown,0,0,0,0,ar
واضح ان محمد معيط كان جامعهم كلهم واديهم الفايروس,unknown,0,0,2,0,ar
ان شاء الله هتقوم لنا بالسلامة,فوق شقه عنايات ابو سنه,0,0,0,0,ar
هو لازم كل اسبوع اكشن و ساسبنس يا زمالك؟و بعدين لو تاخد بالك الزمالك كل مرة بيعلي ال level يعني شوية مشاكل فنية و شوية ادارية و شوية كورونا دلوقتي بقي البعثة موجودة في الجزائر عشان مفيش تصريح بالعبور من الحدود موريتانياوالله العظيم تشجيع الزمالك دا ممتعابراهيمعبداللهنصاب,العين الامارات العربية المتحدة,0,0,0,0,ar
دخلنا بالمرحلة الثانية من كورونا    عشنة مرحلة وتردون نفوت  بالمرحلة ثانية عايشين بفلم hunger games,unknown,0,0,37,4,ar
"فوائد أخذ لقاح كوفيد 19مَنْع فيروس كوفيد 19 من الانتشار والتناسُخ، وهما العمليتان اللتان تسمحان له بتكوين طفرة قد",unknown,0,0,6,2,ar
حظر سياسي حجر إقتصادي  في عز أزمة كورونا كانت المسحات ٣٠٠٠ والإصابات تصل ل ١٠٠٠ والحياة شبه مغلقة مع وجود الحظر والآن مع عودة شبه طبيعية والمسحات ١٠٠٠٠ الإصابات معدل ١٠٠٠  والحجر سليم تحجر مؤسسي  مصاب روح لبيتكم وإحجر نفسك  كله من تاريخ ٢٤ ٢,Kuwait,0,0,0,0,ar
خلال الأيام القادمة سيتم تدشين 6 مراكز جديدة للتطعيم بلقاحات كورونا في الشرقية,unknown,0,0,0,0,ar
المهندس رمز الصمودثبتوناكورونامنتشرة,unknown,0,1,16,5,ar
نطالبتمديداعلانالنفط5 نطالبتمديداعلانالنفط5         نطالب نحن الطلبه في كلية الدراسات التكنلوجيه بتمديد فترة,Kuwait,0,0,10,7,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,unknown,0,0,0,0,ar
"لضمانةِ الحصول على لقاح فايروس كورونا بالوقت المناسب ، احجز حقّك بالتسجيل عبر منصّة اللقاحات covax ولأننا معكم وإلى ج",unknown,0,1,25,20,ar
فوائد أخذ لقاح كوفيد 19يمنعك من نقل فيروس كوفيد 19 للآخريناللقاحواجب,unknown,0,0,17,11,ar
تا تبقى بصحة ومليحامشي صح وأوعا تزيحفيك تحارب كورونالما تساهم بالتلقيحاللقاحواجب,unknown,0,0,3,0,ar
هبوط مبشر جدًا في منحنى الإصابات العالمي بفيروس كورونا والحمد لله  خلي أرضك حية إذا جاه الغيث تزهر نحن على يقين بأنن,unknown,1,16,63,75,ar
أين أنت ي نزاهة لماذا لاتنظرينا في وضعنا ونحن في جائحة كورونا دوام يومي وظلم يومي وتجاهل يومي وعمل يومي برغم من انه نس,unknown,0,0,3,3,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,فلسطين,0,0,0,0,ar
يعنى اي لو حد ثبتت عنده كورونا هيتفصل م يافندم طبيعى يكون عندى كورونا هنزل الامتحان ومش هقول علشان حضرتك مشيت رايك وطل,unknown,0,1,5,3,ar
بيي كان صرلو ٣ سنين بلا شغلاجاه تركيبة ستلايت يطلع من وراها ٧٥ ألف و قبلللأسف راح بيي عند الجماعة و لقط كورونا و الوال,unknown,1,5,12,24,ar
تا تبقى بصحة ومليحامشي صح وأوعا تزيحفيك تحارب كورونالما تساهم بالتلقيحاللقاحواجب,unknown,0,0,5,3,ar
انتم لاقين وقت ماشاءالله تلقون لنا بال كل يومين مشروعين ثلاثة وطغيتو وتجبرتو وصرتو تمشون وتتطمشون عالدول ومحد يعجبكم واطالعونا بطرف عين قول تبون تتطنزىن علينا بس الله كريم وتتغير الاحوال انامتأكدة لو ما كورونا كان تعديناكم بس الله المستعان,في معبدي🧘🏽‍♀️,0,0,0,0,ar
